0: 1 5 14 6 21, zy
8152: 1 5 14 4 12 4 12 4 14 4 12 4 12 4 12 4 14 4 12 4 12 4 14 5 1 22 1 5 16 6 20 6 18 4 8 4 17 1 6 1 22 1 5 16 6 20 6 19 1 6 1 19 6 20 6 16 4 10 4 14 4 12 4 14 5 1 22 1 5 14 4 12 4 14 4 10 4 16 6 20 6 19 1 6 1 19 6 20 6 16 5 1 22 1 6 1 17 4 8 4 18 6 20 6 16 5 1 22, zy
8153: 1 5 14 4 12 4 12 4 14 4 12 4 12 4 14 5 1 21 6 16 4 10 2 4 2 8 4 18 6 18 6 20 6 18 6 20 6 18 6 20 6 17 1 7 22 6 16 6 22 6 16 6 21 1 6 1 19 6 18 6 20 6 18 6 20 6 18 6 19 1 6 1 21 6 16 6 22 6 16 6 22 7 1 17 6 20 6 18 6 20 6 18 6 20 6 18 6 18 4 8 2 4 2 10 4 16 6 21, zy
8154: 1 5 14 4 12 4 12 4 14 4 12 4 12 4 14 5 1 21 6 18 6 18 4 8 2 4 2 10 4 14 4 12 4 14 6 22 6 16 5 1 22 1 6 1 19 6 18 6 19 1 6 1 22 1 5 16 6 22 6 14 4 12 4 14 4 10 2 4 2 8 4 18 6 18 6 21 1 5 14 4 12 4 12 4 14 4 12 4 12 4 14 5 1 22 1 5 14 4 14 6 22 6 14 4 14 5 1 22, zy
8155: 1 5 14 4 12 4 12 4 14 4 12 4 12 4 14 5 1 21 6 18 6 18 6 21 1 6 1 17 4 8 2 6 2 6 2 6 2 8 4 16 4 10 4 15 1 7 20 6 19 1 6 1 20 1 6 1 19 6 18 6 20 6 18 6 20 6 18 6 19 1 6 1 20 1 6 1 19 6 20 7 1 15 4 10 4 16 4 8 2 6 2 6 2 6 2 8 4 17 1 6 1 21 6 18 6 18 6 21, zy
8156: 1 5 14 4 12 4 12 4 14 4 12 4 12 4 14 5 1 21 6 18 6 20 6 16 4 10 4 16 6 22 7 1 17 4 10 4 14 4 10 4 17 1 7 22 6 16 4 10 4 16 6 20 6 18 6 21 1 5 14 4 12 4 12 4 14 4 12 4 12 4 14 5 1 22 1 5 14 4 12 4 12 4 15 1 7 20 6 20 7 1 16 1 7 20 6 20 7 1 15 4 12 4 12 4 14 5 1 22, zy
8157: 1 5 14 4 12 4 12 4 14 5 1 21 6 18 6 18 6 20 6 18 6 18 4 6 2 8 2 6 4 18 6 18 4 8 4 17 1 7 22 6 16 6 21 1 6 1 19 6 18 6 20 6 16 4 10 4 14 4 12 4 12 4 14 4 10 4 16 6 20 6 18 6 19 1 6 1 21 6 16 6 22 7 1 17 4 8 4 18 6 18 4 6 2 8 2 6 4 18 6 18 6 20 6 18 6 18 6 21, zy
8158: 1 5 14 4 12 4 12 4 14 5 1 22 1 5 14 4 12 4 12 4 14 5 1 22 1 6 1 17 4 8 2 6 2 6 2 6 2 6 2 8 4 16 6 22 7 1 17 4 8 2 4 2 10 4 16 6 19 1 6 1 22 1 5 14 4 12 4 14 5 1 22 1 6 1 19 6 16 4 10 2 4 2 8 4 17 1 7 22 6 16 4 8 2 6 2 6 2 6 2 6 2 8 4 17 1 6 1 22, zy
8159: 1 5 14 4 12 4 14 4 10 2 4 2 10 4 16 6 22 6 16 4 10 4 16 4 10 4 16 6 22 6 16 4 10 2 4 2 10 4 14 4 12 4 14 5 1 21 6 18 6 20 6 20 6 18 6 20 6 18 4 10 4 14 4 12 4 15 1 7 21 1 6 1 19 4 6 2 8 2 6 4 19 1 6 1 21 7 1 15 4 12 4 14 4 10 4 18 6 20 6 18 6 20 6 20 6 18 6 21, zy
8160: 1 5 14 4 12 4 14 4 10 4 16 4 8 2 6 2 6 2 6 2 8 4 16 4 10 4 14 4 12 4 14 5 1 22 1 6 1 17 4 8 2 6 2 6 2 6 2 8 4 16 4 10 4 14 4 12 4 14 5 1 22 1 6 1 17 4 8 2 6 2 6 2 6 2 8 4 17 1 6 1 22 1 5 14 4 12 4 14 4 10 4 16 4 8 2 6 2 6 2 6 2 8 4 17 1 6 1 22, zy
8161: 1 5 14 4 12 4 14 4 12 2 2 2 12 4 12 4 14 4 14 5 1 23 7 1 17 4 10 4 16 6 23 1 5 16 4 10 4 18 6 18 4 10 4 16 5 1 23 6 16 4 10 4 17 1 7 23 1 5 14 4 14 4 12 4 12 2 2 2 12 4 14 4 12 4 14 5 1 21 6 18 4 8 2 6 2 6 2 8 4 18 6 20 6 20 6 18 4 8 2 6 2 6 2 8 4 18 6 21, zy
8162: 1 5 14 4 12 4 14 5 1 22 1 6 1 19 6 18 6 18 4 8 4 18 6 18 6 19 1 6 1 21 6 17 1 7 22 6 16 6 20 6 19 1 6 1 20 1 6 1 20 1 6 1 19 4 6 2 8 4 16 4 8 2 6 4 19 1 6 1 20 1 6 1 20 1 6 1 19 6 20 6 16 6 22 7 1 17 6 21 1 6 1 19 6 18 6 18 4 8 4 18 6 18 6 19 1 6 1 22, zy
8163: 1 5 14 4 12 4 14 6 22 6 14 4 14 6 21 1 6 1 19 6 18 6 20 6 16 4 10 4 15 1 7 20 6 18 6 18 6 20 6 18 6 18 6 20 6 18 6 18 6 20 7 1 15 4 10 4 16 6 20 6 18 6 19 1 6 1 21 6 14 4 14 6 22 6 14 4 12 4 14 5 1 22 1 6 1 19 6 18 6 18 6 20 6 18 6 18 6 20 6 18 6 18 6 19 1 6 1 22, zy
8164: 1 5 14 4 12 4 14 6 22 6 14 4 14 6 21 1 6 1 19 6 19 1 6 1 21 7 1 17 6 20 6 16 4 10 2 2 2 12 4 12 4 12 2 2 2 10 4 16 6 20 6 16 4 10 2 2 2 12 4 12 4 12 2 2 2 10 4 16 6 20 6 17 1 7 21 1 6 1 19 6 19 1 6 1 21 6 14 4 14 6 22 6 14 4 12 4 14 5 1 22 1 6 1 18 1 6 1 22, zy
8165: 1 5 14 4 12 4 14 6 22 6 14 4 14 6 21 1 6 1 19 6 19 1 6 1 21 7 1 17 6 20 6 16 4 10 2 2 2 12 4 12 4 12 2 2 2 10 4 16 6 20 6 17 1 7 21 1 6 1 19 6 19 1 6 1 21 6 14 4 14 6 22 6 14 4 12 4 14 5 1 22 1 5 14 5 1 21 6 16 6 22 6 14 4 12 4 14 6 22 6 16 6 21 1 5 14 5 1 22, zy
8166: 1 5 14 4 12 4 14 6 22 6 14 4 14 6 21 1 6 1 19 6 19 1 6 1 21 7 1 17 6 20 6 17 1 7 21 1 6 1 19 6 19 1 6 1 21 6 14 4 14 6 22 6 14 4 12 4 14 5 1 22 1 5 14 5 1 21 6 16 6 22 6 14 4 12 4 12 2 2 2 10 4 16 6 20 6 16 4 10 2 2 2 12 4 12 4 14 6 22 6 16 6 21 1 5 14 5 1 22, zy
8167: 1 5 14 4 12 4 16 4 8 2 8 4 18 6 22 6 16 4 12 4 14 4 12 4 16 6 23 1 5 16 5 1 23 6 16 4 12 4 14 4 12 4 16 6 22 6 18 4 8 2 8 4 16 4 12 4 14 5 1 21 6 20 6 18 4 10 4 16 4 10 4 18 6 20 4 6 2 10 4 14 4 14 4 12 4 14 4 14 4 10 2 6 4 20 6 18 4 10 4 16 4 10 4 18 6 20 6 21, zy
8168: 1 5 14 4 12 4 16 4 10 4 16 4 12 4 14 5 1 22 1 5 14 4 14 4 12 4 14 4 14 5 1 22 1 6 1 19 6 21 1 6 1 21 7 1 16 1 7 22 7 1 16 1 7 22 7 1 16 1 7 22 7 1 16 1 7 22 7 1 16 1 7 22 7 1 16 1 7 22 7 1 16 1 7 21 1 6 1 21 6 19 1 6 1 22 1 5 14 4 14 4 12 4 14 4 14 5 1 22, zy
8169: 1 5 14 4 12 4 16 4 10 4 18 6 21 1 6 1 21 6 18 4 10 4 16 4 10 2 4 2 10 4 17 1 7 23 1 6 1 19 6 22 6 16 4 12 4 16 6 22 6 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 16 4 10 4 18 6 21 1 6 1 21 6 18 4 10 4 16 4 12 4 14 5 1 21 6 20 6 20 6 20 6 20 6 20 6 20 6 20 6 20 6 20 6 21, zy
8170: 1 5 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 4 12 4 16 6 23 1 5 14 4 14 4 14 5 1 23 6 16 4 12 4 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 5 1 21 6 20 6 20 6 18 4 10 2 4 2 10 4 16 6 24 7 1 19 6 20 6 21 1 5 14 5 1 21 6 20 6 19 1 7 24 6 16 4 10 2 4 2 10 4 18 6 20 6 20 6 21, zy
8171: 1 5 14 4 12 4 18 6 21 1 6 1 21 6 20 6 20 6 22 6 18 5 1 24 1 5 16 5 1 23 6 16 4 14 4 12 4 16 5 1 24 1 5 18 6 22 6 18 4 10 2 4 2 10 4 18 6 22 6 18 5 1 24 1 5 16 4 12 4 14 4 16 6 23 1 5 16 5 1 24 1 5 18 6 22 6 20 6 20 6 21 1 6 1 21 6 18 4 12 4 14 5 1 21 6 20 6 21, zy
8172: 1 5 14 4 14 2 2 2 10 2 4 2 10 2 4 2 10 2 2 2 14 4 14 5 1 21 6 22 6 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 2 2 2 14 4 14 5 1 21 6 22 6 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 22 6 21 1 5 14 4 14 2 2 2 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 22 6 21, zy
8173: 1 5 14 4 14 2 2 2 10 2 4 2 10 2 4 2 10 4 18 6 23 1 5 16 5 1 23 6 19 1 6 1 24 1 5 18 6 22 6 20 4 8 4 20 6 22 6 18 5 1 24 1 6 1 19 6 23 1 5 16 5 1 23 6 18 4 10 2 4 2 10 2 4 2 10 2 2 2 14 4 14 5 1 22 1 6 1 21 6 20 6 21 1 6 1 22 1 6 1 21 6 20 6 21 1 6 1 22, zy
8174: 1 5 14 4 14 2 2 2 10 2 4 2 10 4 18 6 22 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 22 6 18 4 10 2 4 2 10 2 2 2 14 4 14 5 1 21 4 6 2 10 4 16 4 12 4 16 4 12 4 14 4 14 4 14 4 14 4 12 4 17 1 7 24 6 18 6 24 7 1 17 4 12 4 14 4 14 4 14 4 14 4 12 4 16 4 12 4 16 4 10 2 6 4 21, zy
8175: 1 5 14 4 14 2 2 2 10 2 6 4 20 4 8 4 20 6 21 1 6 1 21 6 21 1 5 14 4 14 4 14 4 12 2 2 2 14 4 12 2 4 2 8 2 8 4 18 4 10 4 18 4 8 2 8 2 4 2 12 4 14 2 2 2 12 4 14 4 14 4 14 5 1 21 6 21 1 6 1 21 6 20 4 8 4 20 4 6 2 10 2 2 2 14 4 14 5 1 22 1 6 1 20 1 6 1 22, zy
8176: 1 5 14 4 14 2 2 2 12 4 14 4 14 2 2 2 12 4 14 4 14 4 16 6 25 1 5 18 4 10 4 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 2 6 4 20 4 8 4 20 4 8 4 20 4 6 2 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 4 10 4 18 5 1 25 6 16 4 14 4 14 4 12 2 2 2 14 4 14 4 12 2 2 2 14 4 14 5 1 22, zy
8177: 1 5 14 4 14 2 2 2 12 4 14 4 14 4 16 6 24 6 18 6 24 6 18 6 23 1 6 1 20 1 6 1 23 6 18 6 24 6 18 6 24 6 16 4 14 4 14 4 12 2 2 2 14 4 14 5 1 22 1 6 1 21 6 20 6 22 6 20 6 22 6 20 6 22 6 18 4 12 4 16 5 1 24 1 5 16 4 12 4 18 6 22 6 20 6 22 6 20 6 22 6 20 6 21 1 6 1 22, zy
8178: 1 5 14 4 14 2 2 2 12 4 14 4 14 4 16 6 24 6 18 6 24 7 1 17 4 12 4 14 4 16 5 1 24 1 5 16 4 12 2 4 2 8 2 6 2 10 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 10 2 6 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 14 4 12 4 17 1 7 24 6 18 6 24 6 16 4 14 4 14 4 12 2 2 2 14 4 14 5 1 22, zy
8179: 1 5 14 4 14 4 12 2 2 2 12 2 2 2 12 4 14 4 14 5 1 21 6 21 1 5 14 4 14 4 12 4 16 4 12 4 14 4 12 4 17 1 7 24 6 16 4 12 4 16 6 24 6 16 5 1 23 7 1 17 6 24 7 1 18 1 7 24 6 17 1 7 23 1 5 16 6 24 6 16 4 12 4 16 6 24 7 1 17 4 12 4 14 4 12 4 16 4 12 4 14 4 14 5 1 21 6 21, zy
8180: 1 5 14 4 14 4 12 2 2 2 12 4 14 4 14 4 12 4 14 4 14 4 12 2 2 2 12 4 14 4 14 5 1 22 1 6 1 21 6 18 6 22 6 19 1 6 1 23 6 16 4 12 4 14 4 14 5 1 22 1 6 1 20 1 6 1 21 6 20 6 20 6 20 6 21 1 6 1 20 1 6 1 22 1 5 14 4 14 4 12 4 16 6 23 1 6 1 19 6 22 6 18 6 21 1 6 1 22, zy
8181: 1 5 14 4 14 4 12 2 2 2 12 4 14 4 14 5 1 22 1 6 1 21 6 18 6 22 6 18 4 8 2 8 4 18 6 22 6 18 6 22 7 1 17 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 17 1 7 22 6 18 6 22 6 18 4 8 2 8 4 18 6 22 6 18 6 21 1 6 1 22, zy
8182: 1 5 14 4 14 4 12 2 2 2 12 4 16 6 23 1 5 16 6 24 6 16 5 1 23 6 18 6 21 1 6 1 22 1 5 14 4 14 4 12 4 16 4 10 2 4 2 10 4 16 4 12 4 14 4 14 5 1 22 1 6 1 21 6 18 6 23 1 5 16 6 24 6 16 5 1 23 6 16 4 12 2 2 2 12 4 14 4 14 5 1 22 1 6 1 20 1 6 1 22 1 6 1 20 1 6 1 22, zy
8183: 1 5 14 4 14 4 12 2 4 2 8 2 4 2 12 4 14 4 14 5 1 21 6 21 1 5 14 4 14 4 12 4 16 4 12 4 14 4 12 4 17 1 7 24 6 16 4 12 4 16 5 1 24 1 5 18 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 18 5 1 24 1 5 16 4 12 4 16 6 24 7 1 17 4 12 4 14 4 12 4 16 4 12 4 14 4 14 5 1 21 6 21, zy
8184: 1 5 14 4 14 4 12 2 4 2 8 2 4 2 12 4 14 4 14 5 1 21 6 21 1 5 14 4 14 4 12 4 16 4 12 4 14 4 12 4 17 1 7 24 6 16 4 12 4 16 6 24 6 16 5 1 23 7 1 17 6 24 7 1 18 1 7 24 6 17 1 7 23 1 5 16 6 24 6 16 4 12 4 16 6 24 7 1 17 4 12 4 14 4 12 4 16 4 12 4 14 4 14 5 1 21 6 21, zy
8185: 1 5 14 4 14 4 12 2 4 2 8 2 6 2 8 4 19 1 6 1 21 6 20 6 21 1 5 14 4 14 4 12 4 16 4 12 4 14 4 12 2 4 2 8 2 6 2 8 2 4 2 12 4 14 4 12 4 16 4 12 4 14 4 14 5 1 21 6 20 6 21 1 6 1 19 4 8 2 6 2 8 2 4 2 12 4 14 4 14 5 1 22 1 5 16 5 1 23 6 18 6 23 1 5 16 5 1 22, zy
8186: 1 5 14 4 14 4 12 2 4 2 10 4 18 6 22 6 20 6 21 1 6 1 22 1 6 1 21 6 19 1 7 24 6 18 6 23 1 6 1 20 1 6 1 23 6 18 6 23 1 6 1 20 1 6 1 23 6 18 6 24 7 1 19 6 21 1 6 1 22 1 6 1 21 6 20 6 22 6 18 4 10 2 4 2 12 4 14 4 14 5 1 21 6 22 6 18 4 10 4 18 4 10 4 18 6 22 6 21, zy
8187: 1 5 14 4 14 4 12 2 4 2 10 4 18 6 22 6 20 6 22 6 18 4 10 2 4 2 12 4 14 4 14 5 1 21 6 20 4 8 2 6 2 8 2 4 2 12 4 16 4 10 2 4 2 12 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 6 24 6 18 6 22 6 21 1 5 14 4 14 4 14 4 14 4 12 2 4 2 10 4 16 4 12 2 4 2 8 2 6 2 8 4 20 6 21, zy
8188: 1 5 14 4 14 4 12 4 16 4 10 2 4 2 10 2 4 2 10 4 16 4 10 2 6 4 20 6 21 1 5 14 4 14 4 12 4 16 4 12 4 14 4 12 4 16 4 12 4 14 4 14 5 1 21 6 20 4 6 2 10 4 16 4 10 2 4 2 10 2 4 2 10 4 16 4 12 4 14 4 14 5 1 21 6 20 4 6 2 10 4 16 4 10 4 18 4 10 4 16 4 10 2 6 4 20 6 21, zy
8189: 1 5 14 4 14 4 12 4 16 4 10 2 4 2 10 4 16 4 12 4 14 4 14 5 1 23 7 1 17 4 10 2 4 2 10 4 17 1 7 23 1 6 1 19 6 22 6 18 4 8 2 6 2 10 4 14 4 14 4 14 5 1 23 6 16 4 12 4 16 6 23 1 5 14 4 14 4 14 4 10 2 6 2 8 4 18 6 22 6 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 17 1 7 23, zy
8190: 1 5 14 4 14 4 12 4 16 4 10 4 16 4 12 4 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 4 12 4 16 4 10 4 16 4 12 4 14 4 14 5 1 23 6 16 5 1 23 7 1 17 4 10 4 16 4 12 4 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 4 12 4 16 5 1 24 1 5 16 4 12 4 14 4 12 4 16 4 10 4 17 1 7 23 1 5 16 6 23, zy
8191: 1 5 14 4 14 4 12 4 16 4 10 4 18 6 20 4 8 4 19 1 6 1 22 1 5 14 4 16 6 22 6 18 5 1 24 1 5 16 4 10 2 4 2 10 2 4 2 10 4 16 5 1 24 1 5 18 6 22 6 16 4 14 5 1 22 1 6 1 19 4 8 4 20 6 18 4 10 4 16 4 12 4 14 4 14 5 1 22 1 6 1 19 6 21 1 6 1 20 1 6 1 21 6 19 1 6 1 22, zy
8192: 1 5 14 4 14 4 12 4 16 4 12 4 14 4 12 4 16 4 12 4 14 4 14 5 1 21 6 20 4 6 2 10 4 16 4 10 2 4 2 10 2 2 2 14 4 12 4 16 6 24 7 1 17 4 12 4 12 2 4 2 10 4 16 4 10 4 18 4 10 4 16 4 10 2 4 2 12 4 12 4 17 1 7 24 6 16 4 12 4 14 2 2 2 10 2 4 2 10 4 16 4 10 2 6 4 20 6 21, zy
8193: 1 5 14 4 14 4 12 4 16 5 1 23 6 18 6 22 6 20 6 18 4 10 2 4 2 10 4 18 6 20 6 22 6 18 6 23 1 5 16 4 12 4 14 4 14 5 1 21 6 20 4 6 2 10 4 16 5 1 23 6 18 6 22 6 20 6 18 4 10 2 4 2 10 4 17 1 7 24 7 1 17 4 10 2 4 2 10 4 18 6 20 6 22 6 18 6 23 1 5 16 4 10 2 6 4 20 6 21, zy
8194: 1 5 14 4 14 4 12 4 16 6 22 6 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 16 5 1 23 6 18 6 22 6 17 1 7 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 7 1 17 6 22 6 18 6 23 1 5 16 4 10 2 4 2 10 4 17 1 7 23 1 6 1 19 6 22 6 16 4 12 4 14 4 14 5 1 22 1 6 1 20 1 6 1 22, zy
8195: 1 5 14 4 14 4 12 4 16 6 23 1 6 1 19 6 20 6 20 4 6 2 10 4 16 6 23 1 5 14 4 14 4 14 5 1 23 6 16 4 10 2 6 4 20 6 20 6 19 1 6 1 23 6 16 4 12 4 14 4 14 5 1 22 1 6 1 19 4 8 2 6 2 8 4 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 4 8 2 6 2 8 4 19 1 6 1 22, zy
8196: 1 5 14 4 14 4 12 4 18 6 20 4 8 2 6 2 8 2 6 2 8 4 19 1 6 1 21 4 6 2 10 4 16 5 1 23 6 18 6 23 1 5 16 4 10 2 6 4 21 1 6 1 19 4 8 2 6 2 8 2 6 2 8 4 20 6 18 4 12 4 14 4 14 5 1 21 6 20 4 8 4 20 6 20 6 20 6 22 6 18 4 10 4 18 6 22 6 20 6 20 6 20 4 8 4 20 6 21, zy
8197: 1 5 14 4 14 4 12 4 18 6 20 4 8 2 6 2 8 2 6 2 8 4 19 1 6 1 23 7 1 17 4 10 2 4 2 10 2 4 2 10 4 16 4 12 4 16 4 10 4 18 4 8 2 8 4 18 4 10 4 16 4 12 4 16 4 10 2 4 2 10 2 4 2 10 4 17 1 7 23 1 6 1 19 4 8 2 6 2 8 2 6 2 8 4 20 6 18 4 12 4 14 4 14 5 1 21 6 21, zy
8198: 1 5 14 4 14 4 12 4 18 6 21 1 6 1 21 6 20 6 20 6 22 6 18 4 10 4 18 6 22 6 20 6 20 6 21 1 6 1 21 6 18 4 12 4 14 4 14 5 1 21 6 21 1 6 1 19 4 10 4 16 4 12 4 16 6 24 6 16 4 12 2 2 2 12 4 16 5 1 24 1 5 16 4 12 2 2 2 12 4 16 6 24 6 16 4 12 4 16 4 10 4 19 1 6 1 21 6 21, zy
8199: 1 5 14 4 14 4 14 4 12 2 4 2 10 4 18 6 23 1 5 16 4 12 4 16 5 1 23 6 18 4 10 2 6 4 21 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 4 6 2 10 4 18 6 23 1 5 16 4 12 4 16 5 1 23 6 18 4 10 2 4 2 12 4 14 4 14 4 14 5 1 21 6 21 1 6 1 21 6 20 6 22 6 20 6 21 1 6 1 21 6 21, zy
8200: 1 5 14 4 14 4 14 4 12 4 14 4 14 4 12 2 2 2 12 4 14 4 14 4 12 4 16 6 23 1 5 14 4 16 6 22 6 18 4 10 4 16 4 12 4 14 4 14 4 12 4 14 4 14 4 12 4 16 4 10 4 18 6 22 6 16 4 14 5 1 23 6 16 4 12 4 14 4 14 4 12 2 2 2 12 4 14 4 14 4 12 4 14 4 14 4 14 5 1 23 6 16 4 12 4 16 6 23, zy
8201: 1 5 14 4 14 4 14 4 12 4 14 4 14 4 12 2 2 2 12 4 16 6 22 6 19 1 6 1 22 1 5 14 4 14 4 14 5 1 22 1 6 1 19 6 22 6 16 4 12 2 2 2 12 4 14 4 14 4 12 4 14 4 14 4 14 5 1 22 1 6 1 19 6 22 6 18 6 22 6 18 4 8 2 8 4 18 6 22 6 18 4 8 2 8 4 18 6 22 6 18 6 22 6 19 1 6 1 22, zy
8202: 1 5 14 4 14 4 14 4 12 4 16 4 12 4 14 4 14 4 14 4 12 2 2 2 12 2 2 2 12 4 14 4 14 4 14 4 12 4 16 4 12 4 14 4 14 4 14 5 1 22 1 5 14 4 16 6 23 1 5 16 6 24 6 18 6 22 6 20 6 20 6 22 6 18 6 24 7 1 18 1 7 24 6 18 6 22 6 20 6 20 6 22 6 18 6 24 6 16 5 1 23 6 16 4 14 5 1 22, zy
8203: 1 5 14 4 14 4 14 4 12 4 16 6 23 1 6 1 19 4 8 2 6 2 8 4 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 18 6 20 6 22 6 18 6 22 6 20 6 18 4 10 2 4 2 10 4 17 1 7 23 1 6 1 19 4 8 2 6 2 8 4 19 1 6 1 23 6 16 4 12 4 14 4 14 4 14 5 1 22 1 6 1 21 6 18 4 10 4 18 6 21 1 6 1 22, zy
8204: 1 5 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 23 1 6 1 19 6 23 1 5 16 4 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 14 5 1 21 6 21 1 6 1 21 6 20 4 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 4 20 6 21 1 6 1 21 6 21, zy
8205: 1 5 14 4 14 4 14 4 14 4 12 4 17 1 6 1 23 6 18 5 1 24 1 5 16 4 12 4 16 5 1 23 6 18 5 1 24 1 5 16 4 12 4 16 4 12 4 14 4 14 4 14 4 12 4 16 4 12 4 16 5 1 24 1 5 18 6 23 1 5 16 4 12 4 16 5 1 24 1 5 18 6 23 1 6 1 17 4 12 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 6 22 6 21, zy
8206: 1 5 14 4 14 4 14 4 14 4 12 4 17 1 6 1 24 1 5 18 4 8 2 8 2 4 2 12 4 14 4 14 4 12 4 17 1 7 24 6 18 6 22 6 20 6 22 6 18 6 24 7 1 17 4 12 4 14 4 14 4 12 2 4 2 8 2 8 4 18 5 1 24 1 6 1 17 4 12 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 21, zy
8207: 1 5 14 4 14 4 14 4 14 4 12 4 17 1 6 1 24 1 5 18 6 24 7 1 17 4 12 4 14 2 2 2 10 2 4 2 10 2 2 2 14 4 12 4 17 1 7 24 6 18 5 1 24 1 6 1 17 4 12 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 23 1 5 16 5 1 23 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 21, zy
8208: 1 5 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 23 1 6 1 19 6 23 1 5 16 5 1 23 6 19 1 6 1 23 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 10 2 6 2 6 2 8 2 8 4 19 1 6 1 23 6 18 6 24 6 18 6 23 1 6 1 19 4 8 2 8 2 6 2 6 2 10 4 18 6 22 6 21, zy
8209: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 22 6 21 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 22 6 21, zy
8210: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 12 4 18 6 22 6 20 4 8 4 20 6 22 6 18 4 12 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 10 2 6 2 6 2 8 2 6 2 8 2 8 4 18 6 24 6 16 4 14 5 1 22 1 5 14 4 16 6 24 6 18 4 8 2 8 2 6 2 8 2 6 2 6 2 10 4 18 6 22 6 21, zy
8211: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 12 4 14 2 2 2 12 4 16 5 1 24 1 5 16 4 12 2 2 2 14 4 12 4 17 1 7 24 6 18 6 24 6 18 6 24 6 18 6 24 7 1 17 4 12 4 14 2 2 2 12 4 16 5 1 24 1 5 16 4 12 2 2 2 14 4 12 4 18 6 22 6 21, zy
8212: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 12 4 14 4 16 6 24 6 18 4 10 4 19 1 6 1 22 1 5 14 4 16 6 24 6 18 4 10 4 19 1 6 1 22 1 6 1 20 1 6 1 22 1 6 1 19 4 10 4 18 6 24 6 16 4 14 5 1 22 1 6 1 19 4 10 4 18 6 24 6 16 4 14 4 12 4 18 6 22 6 21, zy
8213: 1 5 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 5 1 21 6 22 6 18 4 12 4 16 5 1 24 1 5 16 4 12 4 18 6 22 6 20 6 22 6 21 1 5 14 4 14 4 14 4 16 6 24 6 18 6 24 6 18 6 24 6 18 6 24 6 16 4 14 4 14 4 14 5 1 21 6 22 6 20 6 22 6 18 4 12 4 16 5 1 24 1 5 16 4 12 4 18 6 22 6 21, zy
